date	내용
2025-07-02	트럼프·머스크 갈등 재점화 속 테슬라(-5.34%) 하락 영향 및 K-배터리 점유율 하락 소식 등에 일부 관련주 하락
2025-07-03	美 테슬라(+4.97%) 상승 영향 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2025-07-04	트럼프 '감세 법안' 입법 완료에 따른 타격 우려 등에 하락
2025-07-11	美 전기차업체 테슬라(+4.73%) 주가 강세 영향 등에 상승(주도주 : 삼성SDI, LG에너지솔루션)
2025-07-18	中 리튬 선물 가격 3개월래 최고치 및 美 상무부, 배터리 핵심소재 중국산 흑연에 93.5% 반덤핑 관세 부과 예비적 결정 소식 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2025-07-21	中 정부, 전기차·배터리·태양광 패널 등 출혈경쟁 산업 감산 추진 소식 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2025-07-24	中 감산 추세에 따른 리튬 가격 회복세 모멘텀 지속 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2025-07-25	美 테슬라(-8.20%) 약세 영향 등에 하락
2025-07-30	LG엔솔 5.94조원 규모 LFP 배터리 공급계약 체결 및 삼성, 테슬라와 배터리 등 전방위적 협력 기대감 등에 상승(주도주 : 삼성SDI, SK이노베이션)
2025-07-31	LG에너지솔루션, 테슬라에 4680 원통형 배터리 공급 무산설 속 하락
2025-08-01	테슬라(-3.38%) 등 美 전기차 업체 주가 하락 영향 등에 하락
2025-08-05	中 관세율 상승에 따른 美 ESS 기대감 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2025-08-06	中 관세율 상승에 따른 美 ESS 기대감 및 에코프로비엠, 2분기 호실적 모멘텀 지속 등에 상승(주도주 : SK이노베이션, 삼성SDI)
2025-08-11	中 CATL, '세계 생산량 3%' 초대형 리튬공장 가동중단 소식 속 리튬 가격 반등 기대감 등에 상승(주도주 : 삼성SDI, LG에너지솔루션)
2025-08-22	글로벌 전기차 배터리 공장 생산능력 수요 대비 약 3.4배, 배터리 가격 하락 우려 등에 하락
2025-08-28	엘앤에프, 재무건전성 악화 우려 속 업종 전반 투자심리 위축 등에 하락
2025-08-29	테슬라, 7월 유럽 자동차 판매량 급감 소식 등에 하락
2025-09-04	SK온, 美 대규모 ESS 수주 소식 및 LG엔솔, 카이스트와 리튬메탈전지 급속 충전 기술 개발 성공 소식 등에 상승(주도주 : SK이노베이션)
2025-09-22	테슬라(+2.21%) 주가 상승 및 애리조나서 로보택시 시험 운행 허가 소식 등에 일부 관련주 상승(주도주 : 삼성SDI, SK이노베이션)
2025-09-25	테슬라(+3.98%) 3분기 실적 기대감 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2025-09-26	유럽 판매 부진 속 美 테슬라(-4.38%) 하락 영향 등에 하락
2025-09-29	목표주가 상향 속 美 테슬라(+4.02%) 반등 영향 등에 상승(주도주 : 삼성SDI)
2025-10-02	美 테슬라(+3.31%) 상승 영향 등에 상승(주도주 : LG에너지솔루션, SK이노베이션, 삼성SDI)
2025-10-10	테슬라 저가 전기차 실망 및 美 도로교통안전국, 테슬라 차량 288만대 완전자율주행 기능 조사 착수 소식에 하락
2025-10-13	中 정부, 고급 리튬 이온 배터리 수출 통제 시행 예정 소식, LG에너지솔루션 실적 선방 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2025-10-14	美 테슬라(+5.42%) 상승 및 LG에너지솔루션 3분기 호실적 분석, 中 2차전지 소재 수출제한 반사 수혜 기대감 지속 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2025-10-16	글로벌 AI 사이클서 이차전지 업종 수혜 가능성 분석 부각 등에 상승(주도주 : LG에너지솔루션, SK이노베이션, 삼성SDI)
2025-10-17	9월 글로벌 전기차 판매 역대 최대 소식 속 캐즘 해소 기대감 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2025-10-20	인공지능(AI) 투자에 따른 전력저장장치(ESS) 수요 증가 기대감 지속 등에 상승(주도주 : SK이노베이션, 삼성SDI)
2025-10-22	테슬라 실적 발표 기대감 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2025-10-23	테슬라, 3분기 순이익 컨센서스 미달 소식 등에 하락
2025-10-24	테슬라(+2.28%) 상승 및 美 ESS 수요 급증 전망 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2025-10-28	삼성SDI 4분기 실적 개선 기대감 및 POSCO홀딩스, 리튬 가격 내년 4분기 15달러까지 상승 전망 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2025-11-04	삼성SDI, 美 테슬라에 ESS용 배터리 공급 예정 소식 등에 일부 관련주 상승(주도주 : 삼성SDI)
2025-11-05	AI 거품 논란에 따른 기술주 약세, '머스크 보상안' 투표 주주총회 대기 속 테슬라(-5.15%) 급락 영향 등에 하락
2025-11-06	美 2차전지주 강세 영향 및 LG에너지솔루션, 오라클에 ESS 배터리 공급설 등에 일부 관련주 상승(주도주 : LG에너지솔루션)
2025-11-07	1∼9월 K-배터리 점유율 감소 등에 하락
2025-11-11	테슬라(+3.66%) 주가 상승 영향 및 美 ESS 공급망 대체 수혜 기대감 등에 상승 (주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2025-11-14	배터리 리콜 소식 속 테슬라(-6.64%) 하락 영향 등에 하락
2025-11-21	테슬라(-2.17%) 등 美 전기차 업체 주가 하락 영향 등에 하락
2025-11-26	리튬 가격 반등에 따른 2차전지 업황 회복 기대감 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2025-12-01	정부 2차전지 산업 지원책 및 ESS 수출 호조 등에 일부 관련주 상승(주도주 : LG에너지솔루션)
2025-12-04	트럼프, '바이든표' 연비규제 완화 소식 등에 하락
2025-12-08	LG엔솔, 벤츠와 2.06조원 규모 공급계약 체결 및 로봇 시장 기대감 등에 상승(주도주 : LG에너지솔루션, SK이노베이션, 삼성SDI)
2025-12-09	모건스탠리, 테슬라 투자의견 하향 조정 영향 등에 하락
2025-12-10	삼성SDI, 美서 2조원대 규모 ESS용 LFP 배터리 공급계약 체결 소식 등에 일부 관련주 상승(주도주 : 삼성SDI)
2025-12-16	유럽연합(EU), 2035년 내연기관 차량 전면 금지 조치 폐지 계획 소식 등에 하락
2025-12-18	LG에너지솔루션, 포드와 9.60조원(최근 매출액대비 28.5%) 규모 전기차 배터리 공급계약 해지 소식 등에 하락
2025-12-23	배터리부품·변압기 등 美 철강·알루미늄 관세 확대 우려 등에 하락
2025-12-24	엔켐, CATL과 5년간 총 35만톤(약 1조 5,000억원) 규모 전해액 공급 계약 등에 일부 관련주 상승(주도주 : LG에너지솔루션, 삼성SDI)
2025-12-29	LG에너지솔루션, 3.92조원(최근 매출액대비 11.6%) 규모 전기차 배터리 공급계약 해지 소식에 일부 관련주 하락
2025-12-30	엘앤에프, 테슬라와 3.8조원 규모 양극재 공급 계약 사실상 해지 소식 등에 하락
2026-01-02	포스코퓨처엠, GM 양극재 공급계약 축소 등에 하락
2026-01-06	2차전지 주요 기업 올해 사업 전략 및 중장기 성장 방향 제시, 리튬 가격 급등 소식 등에 상승(주도주 : SK이노베이션, LG에너지솔루션, 삼성SDI)
2026-01-08	작년 국내 배터리 3사 非중국 점유율 하락 소식 등에 하락
2026-01-12	中, 태양광·배터리 제품 관련 수출 부가세 환급 폐지 예정 소식 속 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2026-01-13	中, 배터리 제품 관련 수출 부가세 환급 폐지 예정에 따른 리튬 가격 2년래 최고치 기록 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2026-01-19	휴머노이드 로봇 발전에 따른 배터리 수혜 기대감 등에 상승(주도주 : 삼성SDI, LG에너지솔루션)
2026-01-20	ESS산업 성장 및 배터리 원자재 가격 상승, 피지컬 AI 기대감 부각 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2026-01-22	로봇 산업 발전 수혜 기대감, 리튬 가격 상승, 테슬라(+2.91%) 주가 상승 영향 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2026-01-26	로봇 산업 발전 수혜 기대감 지속 및 리튬 가격 상승 영향 등에 상승(주도주 : 삼성SDI, SK이노베이션)
2026-01-28	LG엔솔 中 휴머노이드 업체와 배터리 납품 협의 소식, 리튬 가격 급등 영향 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2026-02-03	배터리3사, ESS 및 휴머노이드로봇 배터리 등으로 사업 확장 기대감 지속 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2026-02-04	LG엔솔, 한화큐셀에 1조원대 ESS 공급 소식 및 메탈가 상승에 따른 실적 개선 기대감 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2026-02-24	美 원격 모니터링 기능 탑재 중국산 ESS 수입 차단 추진 소식 및 전고체·나트륨전지 점유율 확대 전망 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2026-03-03	美-이란 분쟁에 따른 국내 산업계 전반 피해 우려 등에 하락
2026-03-04	美-이란 분쟁 속 국내 산업계 전반 피해 우려 지속 등에 하락
2026-03-05	美-이란 접촉설 속 중동 리스크 완화 등에 상승(주도주 : SK이노베이션, 삼성SDI, LG에너지솔루션)
2026-03-06	유럽 산업 가속화법(IAA) 제안 속 중국 의존도 감소에 따른 반사이익 기대감 등에 상승(주도주 : 삼성SDI, LG에너지솔루션)
2026-03-09	이란 사태 속 국내 산업 피해 우려 지속 등에 하락
2026-03-10	인터배터리 2026 개최 기대감 및 트럼프 대통령 이란 전쟁 조기 종식 가능성 시사 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2026-03-13	테슬라(-3.14%) 주가 하락 영향 및 중동 사태 장기화에 따른 원료가 상승 우려 등에 하락
2026-03-23	美-이란 지정학적 리스크 확대 속 국내 산업계 전반 피해 우려 지속 등에 하락
2026-03-24	탈중국 기조에 따른 반등 가능성 가시화 분석 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2026-03-30	2월 국내 전기차 판매 역대 최대 소식 등에 상승(주도주 : LG에너지솔루션, SK이노베이션, 삼성SDI)
2026-04-02	실적 반등 국면 진입 전망 등에 일부 관련주 상승(주도주 : 삼성SDI)
2026-04-06	국내 재생에너지 발전 비중 확대 추진에 따른 ESS 수요 확대 기대감 등에 상승(주도주 : SK이노베이션, LG에너지솔루션, 삼성SDI)
2026-04-17	리튬 가격 급등 속 美 앨버말(+16.31%) 등 관련주 급등 영향 등에 상승(주도주 : 삼성SDI, SK이노베이션)
2026-04-20	삼성SDI, 벤츠 전기차에 NCM 배터리 첫 공급 소식에 상승(주도주 : 삼성SDI)
2026-04-21	삼성SDI 및 LG에너지솔루션, 벤츠 전기차에 배터리 공급 소식 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2026-04-22	업황 상승 초입 구간 분석 등에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2026-04-23	테슬라, 호실적 발표에도 대규모 투자 부담감 속 시간외 주가 하락 영향, 차익 실현 매물 출회 등에 하락
2026-04-28	삼성SDI 실적 호조 및 전기차·ESS 수요 증가 기대감 지속 등에 상승(주도주 : 삼성SDI, SK이노베이션, LG에너지솔루션)
2026-04-29	배터리 3사, ESS 중심으로 사업구조 전환 하반기 실적반등 전망 등에 상승(주도주 : SK이노베이션, 삼성SDI)
2026-05-04	K-배터리 실적 반등 기대감 등에 상승(주도주 : LG에너지솔루션, 삼성SDI)
2026-05-22	2차전지 산업 회복 기대감 및 국민성장펀드 출시 수혜 기대감 등에 상승(주도주 : 삼성SDI, SK이노베이션)
2026-05-28	LG에너지솔루션, 美 DTE에너지와 2.4조원 규모 ESS 공급계약 체결 및 2차전지 업황 회복 분석 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2026-06-08	테슬라(-6.56%) 등 美 전기차 업체 주가 하락 영향 등에 하락
2026-06-15	테슬라, 글로벌 전기차 판매량 성장세 전환 및 미국 BESS 생산 캐파 확장 등에 상승(주도주 : SK이노베이션, LG에너지솔루션, 삼성SDI)
2026-06-29	K-배터리, 2분기 실적 반등 기대감 등에 상승(주도주 : LG에너지솔루션, 삼성SDI, SK이노베이션)
2026-07-10	정부, 배전망 ESS 구축사업 본격 추진 소식에 상승(주도주 : 삼성SDI, LG에너지솔루션, SK이노베이션)
2026-07-13	ESS 수주 모멘텀 및 유럽 EV 가동률 회복 전망, 정부의 배전망 ESS 구축사업 본격화 기대감 지속 등에 상승(주도주 : SK이노베이션, 삼성SDI)
2026-07-30	LG에너지솔루션-삼성SDI, ESS 확대로 실적 반등 기대감 등에 상승(주도주 : LG에너지솔루션, SK이노베이션)
