date	내용
2023-07-04	국내 조선사 업황 호조 및 수주랠리 지속 등에 상승(주도주 : HD현대중공업, HJ중공업, 현대미포조선, HD한국조선해양)
2023-07-07	하반기 카타르發 LNG선 대규모 발주 기대감 등에 상승(주도주 : 한화오션, HJ중공업, 삼성중공업)
2023-07-10	선가 상승세 속 친환경 선박 수요 지속 전망 등에 상승(주도주 : HD현대중공업, 한화오션, 삼성중공업)
2023-07-11	조선사 실적 성장 기대감 등에 상승(주도주 : 한화오션, 삼성중공업, 현대미포조선)
2023-07-12	조선업체 주가 박스권 돌파 분석, 2분기 조선업체 매출액 성장 기대감 등에 상승(주도주 : 삼성중공업, HJ중공업, HD한국조선해양)
2023-07-19	수주 훈풍 지속 등에 상승(주도주 : HD현대중공업, 삼성중공업, HD한국조선해양)
2023-07-28	하반기 실적 기대감 등에 상승(주도주 : 삼성중공업, 한화오션, HD한국조선해양, 현대미포조선)
2023-08-04	조선업 슈퍼사이클 기대감 지속 등에 상승(주도주 : HD한국조선해양, 삼성중공업)
2023-08-28	조선 빅3, 하반기 실적 기대감 등에 상승(주도주 : HD현대중공업, HD한국조선해양, 한화오션, 현대미포조선)
2023-09-11	신조선가 상승세 지속 및 카타르 LNG 운반선 2차 발주 기대감 등에 상승(주도주 : HD현대중공업, HJ중공업, 현대미포조선, 삼성중공업)
2023-10-11	국내 조선사, LNG 선박 수주 호조세 지속 등에 상승(주도주 : HD현대중공업, 삼성중공업, HD한국조선해양, 한화오션)
2023-10-26	주요 조선사 3분기 실적 부진 등에 하락
2023-11-01	3분기 대형조선사 매출액 증가 확인 및 내년 LNG선 발주 호조 기반 수주잔고 증가 가능 분석 등에 일부 관련주 상승(주도주 : HD한국조선해양, 삼성중공업)
2023-11-03	탱커 발주 기대에 따른 피크아웃 논란 종결 분석 등에 상승(주도주 : 현대미포조선, HD한국조선해양, HD현대중공업, 삼성중공업)
2023-11-09	국제유가 급락 영향 등에 하락
2023-11-15	산업부, 2028년까지 조선업에 7,100억원 투입 예정 소식에 상승(주도주 : 한화오션, 삼성중공업, HD한국조선해양, 현대미포조선)
2023-11-20	선가 상승세 지속 등에 따른 수익성 개선 분석 및 국제유가 급등 등에 상승(주도주 : 한화오션, 삼성중공업, HD현대중공업, 현대미포조선)
2023-11-22	신조선가, 2008년 초호황기 수준 근접 속 국내 조선사 수익성 회복 전망 등에 상승(주도주 : HD현대중공업, HJ중공업, 삼성중공업, 한화오션)
2023-11-27	2024년 실적 턴어라운드 전망 등에 상승(주도주 : HD한국조선해양, HD현대중공업, 한화오션)
2023-11-28	2026년 선박 교체 수요 증가에 따른 수혜 및 암모니아선 수주 기대감 지속 등에 상승(주도주 : 한화오션, 삼성중공업, HD한국조선해양)
2023-12-07	글로벌 신조선 발주량 감소 및 조선업종 피크아웃 우려 등에 하락
2023-12-12	신조선가 지수 재차 상승해 내년 평균 180pt 안착 전망 등에 상승(주도주 : HD한국조선해양, 한화오션, 삼성중공업)
2023-12-13	신조선가지수 45주 만에 하락 속 조선업 피크아웃 우려 등에 하락
2023-12-28	조선업 호황 지속 전망 등에 상승(주도주 : 현대미포조선, HD한국조선해양, HJ중공업, HD현대중공업)
2024-01-15	조선업체, 연초 수주 호조 소식 및 신조선가지수 상승 등에 상승(주도주 : HD한국조선해양, 삼성중공업, HD현대중공업)
2024-01-19	VLCC발주 가시화 기대감 등에 상승(주도주 : HD한국조선해양, 삼성중공업, HD현대중공업, 한화오션)
2024-01-25	韓 조선업체, 올해 초대형 암모니아 운반선 수주 점유율 100% 달성 소식 등에 상승(주도주 : HD한국조선해양, HD현대중공업, 한화오션, 삼성중공업)
2024-02-21	호주, 해군 전력 강화 속 韓 조선업계 참여 요청 소식에 상승(주도주 : 삼성중공업, HD한국조선해양)
2024-02-27	모잠비크 LNG선 건조 연기 호재 분석 등에 상승(주도주 : 한화오션, HD현대중공업, 삼성중공업, HD한국조선해양)
2024-03-11	3월 선박 수출 호조 및 한화오션, 카타르 LNG선 본계약 기대감 지속 등에 상승(주도주 : 한화오션, 삼성중공업, 현대미포조선, HJ중공업)
2024-03-14	美-中 조선업 갈등 수혜 전망 및 조선 3사-산업통상자원부 기술 협의체 구성 추진 소식 등에 상승(주도주 : 삼성중공업, 한화오션, HD현대중공업, HD한국조선해양)
2024-03-18	美-中 갈등 수혜 기대감 지속 및 HD현대중공업 암모니아 운반선 3척(4,896억원 규모) 수주 소식 등에 상승(주도주 : 한화오션, HD현대중공업, 현대미포조선, 삼성중공업)
2024-03-20	美/中 갈등 반사이익 기대감 지속 및 日 마이너스 금리 해제에 따른 수혜 기대감 부각 등에 상승(주도주 : 한화오션, HD현대중공업, HD한국조선해양)
2024-04-09	업황 호황 국면 지속 속 올해 실적 가시화 전망 등에 상승(주도주 : 삼성중공업, 한화오션)
2024-04-12	국내 대형 조선 3사, 13년 만에 동반 흑자 전망 등에 상승(주도주 : 한화오션, 삼성중공업, HD현대중공업, 현대미포조선)
2024-04-15	올해 수주 및 실적 기대감 등에 일부 관련주 상승(주도주 : 한화오션, 삼성중공업)
2024-04-18	주요 조선업체 실적 호조 전망, 美中 갈등 수혜 기대감 등에 상승(주도주 : 한화오션, HD현대미포, 삼성중공업, HD현대중공업)
2024-04-23	조선 업황 회복 기대감 지속 및 70조 규모 캐나다 잠수함 수주 가능성 등에 상승(주도주 : 한화오션, HD한국조선해양, HD현대중공업, HJ중공업)
2024-04-24	美·中 갈등 반사 수혜 및 조선 업황 회복 기대감 지속 등에 상승(주도주 : HD한국조선해양, HD현대중공업)
2024-04-26	美·中 갈등에 따른 반사이익 기대감 지속 및 하반기 실적 개선 기대감 등에 상승(주도주 : HD현대중공업, HD현대미포, 삼성중공업, HJ중공업)
2024-05-07	4월 글로벌 선박 수주량 증가 및 선가 상승세 지속, 美·中 갈등 반사 수혜 기대감 지속 등에 상승(주도주 : HD현대미포, HD현대중공업, 한화오션, HD한국조선해양)
2024-05-13	신조선가 상승세 지속 및 美/中 갈등 반사 수혜 기대감 지속 등에 상승(주도주 : HD현대중공업, HD한국조선해양, 한화오션, HJ중공업)
2024-05-24	수주 호조 분석 및 신조선가 지수 상승세 지속 속 하반기 상선/해양/특수선 수주 기대감 등에 상승(주도주 : HD한국조선해양, 한화오션, 삼성중공업, HD현대미포)
2024-06-03	尹 대통령, "동해에 140억 배럴 규모 석유·가스 매장 가능성" 발언 등에 상승(주도주 : HJ중공업, 삼성중공업, 한화오션, HD현대중공업)
2024-06-05	K-조선, 5월 선박 수주 점유율 10%대로 감소 소식 등에 하락
2024-06-19	영국 방산 분야 경제사절단, HD현대 방문 및 2분기 호실적 기대감 부각 등에 상승(주도주 : HD한국조선해양, 한화오션, HD현대중공업, HD현대미포)
2024-06-20	홍해 사태에 따른 컨테이너선 발주 사이클 도래 분석 등에 상승(주도주 : HJ중공업, HD한국조선해양, HD현대중공업)
2024-06-21	한화그룹, 필리조선소 인수 소식 속 美 조선업 진출 기대감 등에 상승(주도주 : HD현대중공업, HD한국조선해양)
2024-06-24	컨테이너선 발주, 방산 수주 기대감에 따른 조선 업황 슈퍼 사이클 진입 전망 등에 상승(주도주 : HD현대미포, HD현대중공업, HD한국조선해양)
2024-07-05	K조선, 6월 수주점유율 올해 최저치 기록 소식 등에 하락
2024-07-08	우호적인 조선업황 및 수주 기대감 지속 등에 상승(주도주 : HJ중공업, HD현대미포, HD한국조선해양, 삼성중공업)
2024-07-10	하반기 안정적인 실적 개선 기대감 등에 상승(주도주 : HD현대미포, HD한국조선해양, HD현대중공업)
2024-07-15	해상 SMR 수혜 전망 및 하반기 실적 기대감 지속 등에 상승(주도주 : HD한국조선해양, HD현대중공업)
2024-07-16	컨테이너선 시황 예상대비 호조 전망 등에 상승(주도주 : HD한국조선해양, HD현대중공업, HD현대미포, 삼성중공업)
2024-07-17	올해 조선 3사 실적 개선 기대감 등에 상승(주도주 : 삼성중공업, 한화오션, HJ중공업)
2024-07-22	선가지수 상승세 지속 및 LNGC 발주 확대 전망 등에 상승(주도주 : HD한국조선해양, HJ중공업, HD현대중공업, HD현대미포)
2024-07-26	국내 주요 조선업체 2분기 호실적 및 하반기 실적 기대감 등에 상승(주도주 : HD현대중공업, HD현대미포, 삼성중공업, HD한국조선해양)
2024-07-29	국내 조선사 2분기 어닝 서프라이즈 달성 및 향후 실적 기대감 등에 상승(주도주 : HJ중공업, HD현대미포, HD한국조선해양)
2024-07-31	후판가 인하에 따른 향후 실적 기대감 지속 및 HD현대그룹, 외국인 지분율 20% 돌파 소식 등에 상승(주도주 : HD현대중공업, HD한국조선해양, 한화오션)
2024-08-05	美 경기 침체 우려 및 조선업계 파업 리스크 부각 등에 하락
2024-08-06	국내 조선 3사, 카타르에너지와 9조원 규모 LNG 운반선 수주 협상 진행 소식 등에 상승(주도주 : HD현대중공업, HD한국조선해양, HJ중공업, 한화오션)
2024-08-08	글로벌 조선업 경기 확장 국면 장기화 전망 등에 상승(주도주 : HD한국조선해양, HD현대중공업, HD현대미포, 한화오션)
2024-08-19	선가 상승세 지속 속 컨테이너선 발주 가속화 기대감 등에 일부 관련주 상승(주도주 : HD현대중공업, HD현대미포, HD한국조선해양)
2024-08-26	국내 조선업체 노조 파업 리스크 부각 등에 하락
2024-08-30	대규모 시리즈 발주 기대감 속 신조선가 레벨업 전망 등에 상승(주도주 : 한화오션, HD한국조선해양, 삼성중공업, HD현대중공업)
2024-09-02	美 금리인하 임박, 환율하락에 따른 주가 부담 분석 및 하반기 수주감소 우려 등에 하락
2024-09-06	HD현대중공업 임금협상 결렬 속 조선업 파업 우려 지속 등에 하락
2024-09-13	실적 개선세 지속 전망 및 저가 매수 유효 분석 등에 상승(주도주 : HD현대미포, HD한국조선해양, HD현대중공업, 삼성중공업)
2024-09-19	조선업 실적 호조 및 금리 인하 기대감 등에 상승(주도주 : HD한국조선해양, 한화오션)
2024-09-20	연말까지 수주 강세 전망 등에 상승(주도주 : HD한국조선해양, 한화오션)
2024-10-07	중국 경기부양에 따른 우려 등에 하락
2024-10-10	저가 수주 경쟁 탈피 및 3분기 실적 전후 조정세 매수 기회 활용 분석 등에 상승(주도주 : HD현대중공업, 삼성중공업, HD한국조선해양, 한화오션)
2024-10-15	조선 업종 실적 개선 지속 전망 및 HD현대중공업, 초대형 암모니아 운반선 2척 수주 소식 등에 상승(주도주 : HD한국조선해양, HD현대중공업, 삼성중공업, HD현대미포)
2024-11-01	中 리스크 및 트럼프 트레이드 약화 등에 하락
2024-11-07	트럼프 美 대통령 당선인, 尹 대통령과 통화서 조선업 협력 필요 언급 소식 등에 상승(주도주 : 한화오션, HD현대중공업, 삼성중공업, HJ중공업, HD한국조선해양)
2024-11-11	트럼프 대통령 당선에 따른 수혜 기대감 지속 등에 상승(주도주 : 삼성중공업, HJ중공업, 한화오션, HD현대미포)
2024-11-14	美 공화당, '레드 스윕' 달성 속 트럼프 트레이드 지속 등에 상승(주도주 : 한화오션, HD현대중공업, 삼성중공업, HD한국조선해양)
2024-11-19	고부가 선종 확대에 따른 성장세 본격화 기대감 등에 일부 관련주 상승(주도주 : HD현대미포, HD한국조선해양)
2024-11-20	LNG선 추가 발주 기대감 등에 상승(주도주 : HD현대중공업, HD현대미포, HJ중공업, HD한국조선해양)
2024-11-25	내년 안정적인 실적 개선 및 트럼프 수혜주 분석 등에 상승(주도주 : HJ중공업, HD한국조선해양, HD현대미포, HD현대중공업)
2024-12-09	尹 대통령 탄핵정국 속 동력 상실 우려 지속 등에 하락
2024-12-11	정국 불확실성 우려 과도 분석 속 양호한 펀더멘탈 및 고환율 우호적 전망 등에 상승(주도주 : HJ중공업, HD현대미포, HD한국조선해양, HD현대중공업)
2024-12-17	이산화탄소운반선 건조시장 개화 기대감 등에 일부 관련주 상승(주도주 : HJ중공업, HD현대미포)
2024-12-18	국내조선소, 美 해군 MRO 사업 진출 기대감 등에 상승(주도주 : HJ중공업, 삼성중공업, HD현대중공업)
2024-12-19	강달러 수혜 및 주주환원 기대감, LNG 등 고부가 수주 긍정적 분석 등에 상승(주도주 : HD현대중공업, HD현대미포, HD한국조선해양)
2024-12-20	美 의회, 조선업 강화 법안 발의 및 차기 트럼프 정권 LNG선 시장 확대 기대감 등에 상승(주도주 : HJ중공업, 한화오션, HD현대중공업)
2024-12-23	美 조선업과 항만시설법 수혜 전망 등에 상승(주도주 : HJ중공업, HD한국조선해양, 한화오션, HD현대중공업)
2024-12-26	미국에 이어 인도와 조선업 협력 기대감 등에 상승(주도주 : HD현대중공업, 한화오션, HD한국조선해양, 삼성중공업)
2025-01-02	중장기 성장성 주목 분석 및 미국·인도 파트너십 기대감 등에 상승(주도주 : HJ중공업, 삼성중공업, HD한국조선해양, 한화오션)
2025-01-07	트럼프 당선인, 동맹국 활용 선박 건조 가능성 언급 소식 등에 상승(주도주 : HJ중공업, 한화오션, 삼성중공업, HD한국조선해양)
2025-01-08	트럼프, 조선 협력 발언 모멘텀 지속 및 전방위적 수혜 기대감 등에 상승(주도주 : HD현대중공업, 한화오션, HD현대미포, HD한국조선해양)
2025-01-10	수주 모멘텀 지속 전망 등에 상승(주도주 : HD현대중공업, HJ중공업, 삼성중공업)
2025-01-14	美 정부, 中 조선·해운 관련 불공정 보고서 발표 예정 등에 일부 관련주 상승(주도주 : 한화오션, 삼성중공업)
2025-01-15	트럼프 2기 행정부 LNG 투자 확대 전망 등에 상승(주도주 : 삼성중공업, 한화오션, HD현대미포, HD한국조선해양)
2025-01-20	지난해 4분기 실적 서프라이즈 전망 등에 상승(주도주 : 한화오션)
2025-01-21	트럼프 2기 개막 속 정책 수혜 기대감 지속 등에 상승(주도주 : HD현대미포, HD현대중공업, 한화오션, HJ중공업)
2025-01-23	주요 기업 지난해 4분기 실적 컨센서스 하회 분석 및 차익실현 매물 등에 하락
2025-01-31	美 수혜 기대감 지속 및 주요 조선사 25년 호실적 전망 등에 상승(주도주 : HD현대중공업, HD한국조선해양)
2025-02-05	1월 글로벌 신조선 발주 감소 여파에 하락
2025-02-11	산업부, K-조선 경쟁력 확보 위해 2,600억원 투자 소식에 상승(주도주 : 한화오션, HJ중공업, HD현대중공업)
2025-02-12	美, 동맹국의 美 해군 함정 건조 허용 법안 발의 소식 등에 상승(주도주 : HD현대중공업, 한화오션, HJ중공업, 삼성중공업, HD한국조선해양)
2025-02-18	트럼프, LNG 프로젝트 승인에 따른 수혜 기대감 등에 상승(주도주 : HJ중공업, HD한국조선해양, 삼성중공업)
2025-02-19	美 LNG 수출 확대 기조 및 오만 Asyad 발주 계획에 따른 수혜 기대감 등에 상승(주도주 : 삼성중공업, HD현대중공업, HD현대미포, HD한국조선해양)
2025-02-20	美 국방비 삭감 추진 및 한화오션·HD현대중공업 주가 고평가 분석 등에 약세
2025-02-25	정부, 알래스카 LNG 사업 참여 가능성 및 美, 中 선박에 수수료 부과 방안 추진에 따른 반사이익 기대감 등에 상승(주도주 : 삼성중공업, HD한국조선해양, 한화오션, HD현대중공업)
2025-03-04	트럼프 관세 강행에 따른 관세 안전 업종 부각 등에 상승(주도주 : HJ중공업, 한화오션, HD한국조선해양, HD현대중공업, HD현대미포)
2025-03-05	트럼프, 알래스카 LNG 가스관 사업 韓 참여 희망 및 조선업 협력 시사 발언 등에 상승(주도주 : HJ중공업, HD한국조선해양, 삼성중공업, HD현대미포)
2025-03-13	한국 대표단, 캐나다에 K9 자주포·잠수함 공급 가능성 타진 소식, 美-한국 조선 산업 협력 기대감 지속 등에 상승(주도주 : HD현대중공업, 한화오션, HJ중공업, HD현대미포)
2025-03-17	매카시 전 의장, 美군함 건조 법개정 추진 및 주요 조선사 수주 소식 등에 상승(주도주 : HD현대미포, HD현대중공업, 삼성중공업, 한화오션)
2025-03-18	산업부 장관, 방한 알래스카 주지사와 면담 소식 및 LNG·특수선 시장 확대 수혜 기대감 등에 상승(주도주 : 한화오션, 삼성중공업, HD한국조선해양)
2025-03-20	알래스카 LNG 사업 경제성 우려 부각 등에 하락
2025-04-01	美 제재로 中 선박 건조 취소 소식 속 반사이익 기대감 지속 등에 상승(주도주 : HD현대미포, HD현대중공업, 삼성중공업, 한화오션)
2025-04-07	헌재, 尹 대통령 파면 결정 여파 지속 등에 하락
2025-04-08	HD현대, 美 최대 방산 조선사 헌팅턴 잉걸스와 조선사업 협력 소식 및 관세 영향 제한적 분석 등에 상승(주도주 : HJ중공업, 한화오션, HD현대중공업, HD현대미포)
2025-04-09	韓대행-트럼프 통화 속 조선·알래스카·LNG·방위비 논의 소식 등에 상승(주도주 : HJ중공업, HD한국조선해양, 한화오션)
2025-04-10	트럼프, 美 조선업 재건 행정명령 서명 소식 속 韓 조선업계와 협력 기대감 부각 등에 상승(주도주 : HD현대중공업, HD한국조선해양, 삼성중공업, 한화오션)
2025-04-11	트럼프, 동맹국 선박 구매 시사 발언 등에 상승(주도주 : HJ중공업, 한화오션, HD현대중공업, HD현대미포)
2025-04-14	IMO 규제로 글로벌 선박 교체 수요 확대 전망 및 트럼프, K조선과 협력 기대감 지속 등에 상승(주도주 : 한화오션, HD한국조선해양, HD현대미포)
2025-04-17	美 싱크탱크 기관지에 美 조선업, 한국 조선과 동맹 필요 관련 칼럼 게재 소식 등에 상승(주도주 : HJ중공업, HD현대중공업, 삼성중공업, HD현대미포)
2025-04-21	美, 中 해운사·중국산 선박에 美 입항 수수료 부과 결정 관련 엇갈린 분석 속 하락
2025-04-24	국내 주요 조선업체 1분기 호실적 등에 상승(주도주 : HD현대미포, HD한국조선해양, HJ중공업, HD현대중공업)
2025-04-25	한미 관세협상서 조선업 협력 제안 및 美 해군성 장관 방한 예정 소식, 주요 기업 호실적 모멘텀 지속 등에 상승(주도주 : 한화오션, HD현대중공업, HD한국조선해양, HJ중공업)
2025-04-28	LNG 운반선 美 러브콜 전망 및 한화오션·삼성중공업·HD현대미포 수주 소식 등에 일부 관련주 상승(주도주 : 삼성중공업, HD현대미포, HJ중공업)
2025-05-02	美 의회, 조선업 경쟁력 강화법안 초당적 재발의 소식 등에 상승(주도주 : HD현대미포, HD한국조선해양, HD현대중공업)
2025-05-07	HD현대중공업·한화오션, 약 33조원 규모 캐나다 잠수함 공동입찰 소식 등에 상승(주도주 : 한화오션, 삼성중공업, HD현대중공업)
2025-05-14	이재명 더불어민주당 대선 후보, 조선업 지원·육성 공약 발표 등에 상승(주도주 : HJ중공업, 한화오션, 삼성중공업)
2025-05-21	한미 협력 기대감 및 하반기 상승 추세 지속 전망 등에 상승(주도주 : HJ중공업, HD현대미포, 삼성중공업, HD한국조선해양)
2025-05-26	조선업 상승 사이클 지속 전망 등에 상승(주도주 : HD현대중공업, 삼성중공업, HD현대미포, 한화오션)
2025-05-27	인도 정부, 100억달러 규모 원유 운반선 발주 계획 소식 등에 일부 관련주 상승(주도주 : 삼성중공업)
2025-05-29	韓, 美 알래스카 에너지 회의 참석 예정 소식에 상승(주도주 : HD한국조선해양, 삼성중공업, 한화오션, HD현대중공업)
2025-06-09	글로벌 선박 발주량 급감 속 추가 수주 난항 전망 등에 하락
2025-06-10	HD현대중공업 2.4조원 규모 컨테이너선 8척 수주 및 한화그룹, 오스탈 지분 인수 美 정부의 승인 소식에 상승(주도주 : 한화오션, HD한국조선해양, 삼성중공업, HD현대중공업)
2025-06-12	군함시장 확장에 따른 조선업 호황 장기화 전망 등에 상승(주도주 : 한화오션, HJ중공업, 삼성중공업, HD한국조선해양)
2025-06-16	이재명 대통령, 트럼프 美 대통령과 회동 가능성 등에 상승(주도주 : HD현대중공업, HD한국조선해양, HD현대미포, 삼성중공업)
2025-06-17	한미 정상회담 무산 및 정부, 알래스카 LNG 사업 참여 관련 판단 자료 수집 실패 소식 등에 일부 관련주 하락
2025-06-30	美, 알래스카 LNG 한국 참여 희망 소식 등에 상승(주도주 : HD현대미포, 삼성중공업, HD현대중공업)
2025-07-04	6월 선박 발주 급감 소식 등에 하락
2025-07-08	위성락 국가안보실장 美 국무부에 조속한 한미정상회담 제안 및 미측 공감대 형성, 韓美 조선업 협력 기대감 지속 등에 상승(주도주 : 삼성중공업, 한화오션, HD현대중공업, HD한국조선해양, HD현대미포)
2025-07-09	주요 조선업체 실적 성장 지속 전망 등에 상승(주도주 : HD현대미포, 삼성중공업, HD한국조선해양, 한화오션)
2025-07-17	수익성 개선 기대감 등에 상승(주도주 : 삼성중공업, 한화오션, HD현대미포)
2025-07-21	7월1~20일 선박 수출 급증, 韓/美 조선 협력 기대감 등에 상승(주도주 : 한화오션, HD현대중공업, 삼성중공업, HD한국조선해양)
2025-07-23	상반기 누적수주 전년동기대비 54% 감소, 올해 신조선가 하락 속 조선업 피크아웃 우려 등에 하락
2025-07-24	中 조선 상반기 점유율 하락 소식 속 상승(주도주 : 한화오션, HD현대중공업, 삼성중공업)
2025-07-28	한미 관세 협상 카드로 조선업 협력 부각 등에 상승(주도주 : 한화오션, HJ중공업, HD현대중공업)
2025-07-29	한미 조선 협력 기대감 지속 등에 상승(주도주 : HD현대미포, HD현대중공업)
2025-07-31	韓·美 관세협상 타결 속 1,500억 달러 규모 한미 조선협력 펀드 조성 소식 등에 상승(주도주 : 한화오션, HD현대중공업)
2025-08-05	미국발 LNG 프로젝트 본격 추진 기대감 등에 상승(주도주 : 대한조선, HD한국조선해양, 삼성중공업)
2025-08-07	韓美 마스가(MASGA) 프로젝트에 따른 수혜 기대감 지속에 상승(주도주 : HJ중공업, HD한국조선해양, 한화오션, HD현대중공업)
2025-08-12	7월 전세계 선박 수주량 급감 및 노란봉투법 우려 등에 하락
2025-08-13	조현 외교부 장관, 美 대사대리와 울산 조선소 방문 소식 등에 상승(주도주 : HJ중공업, HD한국조선해양, HD현대중공업, 한화오션)
2025-08-18	워싱턴 'MASGA 전담 사무소' 설립 추진 속 韓美 조선 협력 수혜 기대감 지속 등에 상승(주도주 : HD현대미포, 한화오션, 삼성중공업)
2025-08-19	中, 한-미 '마스가(MASGA)' 프로젝트 견제 등에 하락
2025-08-21	한미 정상회담 기대감 속 李 대통령, 필라델피아 한화 필리조선소 시찰 예정 소식 등에 상승(주도주 : 대한조선, 한화오션, HD현대중공업, HJ중공업, HD현대미포)
2025-08-22	한미정상회담 기대감 속 조선, 반도체, 원전 등 국내 대표 기업 총수 대거 동행 소식 등에 상승(주도주 : 삼성중공업, 한화오션, HD현대중공업, HD현대미포)
2025-08-27	한화오션·HD현대중공업, 캐나다 초계 잠수함 프로젝트 숏리스트 선정 소식 등에 상승(주도주 : HD현대미포, HD현대중공업, 삼성중공업, HD한국조선해양)
2025-08-28	美, '군함 해외 건조 제한법' 우회 방안 검토 소식 속 韓/美 조선업 협력 기대감 지속 등에 일부 관련주 상승(주도주 : HJ중공업, HD한국조선해양)
2025-08-29	한미 조선업 협력 등 대내외 우호적 업황 기대감 지속 등에 상승(주도주 : HJ중공업, HD현대중공업, 한화오션)
2025-09-01	K-조선, 캐나다 잠수함 수주 기대감 지속 등에 상승(주도주 : HJ중공업, 한화오션, HD한국조선해양)
2025-09-02	韓/美 조선업 협력 모멘텀 및 캐나다 잠수함 수주 기대감 지속 등에 상승(주도주 : 한화오션, 삼성중공업, HD현대미포)
2025-09-11	MASGA 프로젝트 수혜 기대감 등에 상승(주도주 : 대한조선, 동일스틸럭스, 삼성중공업, HD현대중공업)
2025-09-12	HD현대중공업 노조, 전면파업 여파 속 하락
2025-09-15	한미 관세 협상 난항에 따른 마스가 프로젝트 불확실성 등에 하락
2025-09-18	한미 관세 협상 장기화 가능성 등에 하락
2025-09-23	관세청, 미군함 MRO·마스가 프로젝트 대응 차원 보세구역 확대 방안 추진 소식 등에 일부 관련주 상승(주도주 : 동일스틸럭스, 대한조선)
2025-09-26	한미 관세 협상 장기화 속 마스가 프로젝트 불확실성 확대 등에 하락
2025-09-30	HD현대중공업, 美 해군 군수지원함 MRO 본격 착수 및 국내 조선사 수주 계약체결 등에 상승(주도주 : HJ중공업, HD현대중공업, HD현대미포, 한화오션, 대한조선, HD한국조선해양)
2025-10-01	K-조선, LNG선 수주 확대 기대감 지속 등에 일부 관련주 상승(주도주 : HD현대중공업, HD현대미포)
2025-10-14	中, 한화오션 美 자회사 제재 소식 등에 하락
2025-10-15	'중국 한화오션 제재 영향 미미' 분석 등에 상승(주도주 : 동일스틸럭스, HD한국조선해양, HD현대미포, 대한조선)
2025-10-16	한미 관세협상 타결 기대감 등에 상승(주도주 : HJ중공업, 한화오션, 삼성중공업)
2025-10-20	한미 관세협상 실질적 진전 소식 등에 상승(주도주 : 한화오션, 동일스틸럭스)
2025-10-21	3분기 호실적 지속 및 MASGA 기대감 등에 상승(주도주 : HD현대미포, HD현대중공업, HJ중공업, 동일스틸럭스, 한화오션)
2025-10-27	트럼프 대통령, 국내 조선소 방문 기대감 등에 상승(주도주 : 삼성중공업, HJ중공업, HD한국조선해양, HD현대미포)
2025-10-28	트럼프 대통령, 韓 조선소 미방문 가능성 부각 등에 하락
2025-11-04	내년 글로벌 선박 발주 15% 감소 전망 등에 하락
2025-11-07	10월 세계 선박수주량 급감 소식 등에 하락
2025-11-13	한미 관세협상 팩트시트 문안 확정 소식 등에 상승(주도주 : HD현대중공업, HD현대미포, 대한조선, 한화오션)
2025-11-14	한미 무역 협상 팩트시트 발표 속 조선업 협력 기대감 재부각 등에 상승(주도주 : 동일스틸럭스, HJ중공업, 대한조선, HD현대미포)
2025-11-17	美 해군참모총장 국내 조선소 방문 소식 속 MASGA 기대감 등에 상승(주도주 : HJ중공업, HD현대미포, HD현대중공업, 한화오션, HD한국조선해양)
2025-12-02	韓·美, 원자력·조선 등 실무협의체 조속 가동 합의 소식 등에 상승(주도주 : HJ중공업, 대한조선, HD한국조선해양, 동일스틸럭스, 삼성중공업)
2025-12-09	HD현대그룹, 3조원 규모 인도 정부 신규 조선소 건설 사업 참여 소식 등에 상승(주도주 : HD현대중공업, 삼성중공업, HJ중공업, HD한국조선해양)
2025-12-12	호주 정부, 한화 오스탈 지분 인수 승인 및 美·인도發 수혜 기대감 지속 등에 상승(주도주 : HJ중공업)
2025-12-23	트럼프 대통령, "프리깃함 사업 한화와 협력" 발언 소식 등에 상승(주도주 : 한화오션, 동일스틸럭스, HJ중공업, HD현대중공업)
2026-01-05	지난해 4분기 호실적 전망 등에 상승(주도주 : 한화오션, HD한국조선해양, HD현대중공업, 삼성중공업)
2026-01-06	LNG운반선 발주 증가 가시화 분석 및 HD현대중공업 1.49조원 규모 LNGC 4척 수주 소식 등에 상승(주도주 : HD현대중공업, HJ중공업, HD한국조선해양, 동일스틸럭스)
2026-01-07	지난해 전세계 선박 발주 급감 속 韓 수주량 증가 소식 등에 상승(주도주 : HJ중공업, 삼성중공업, HD현대중공업, 한화오션)
2026-01-08	전세계 군함 교체수요 도래 속 수주 기대감 부각 및 트럼프 대통령, 내년도 美 국방예산 1조5천억 달러로 증액 언급 등에 상승(주도주 : 동일스틸럭스, 한화오션, HD현대중공업, 삼성중공업)
2026-01-09	60조 캐나다 잠수함 수주 기대감, 트럼프 대통령 27년 국방예산 증액 언급 모멘텀 지속 등에 상승(주도주 : 삼성중공업, HJ중공업, HD한국조선해양, HD현대중공업)
2026-01-15	올해 조선사 수주 증가 전망 및 조선사 연이은 수주 소식 등에 상승(주도주 : HJ중공업, 삼성중공업, 한화오션, HD한국조선해양, HD현대중공업)
2026-01-19	LNG 운반선 수주 기대감 및 선박 엔진 中 수출 급증 소식 등에 상승(주도주 : 삼성중공업, HD현대중공업, HD한국조선해양, 한화오션)
2026-01-23	캐나다 온타리오주 장관, 한화오션 거제사업장 방문 및 방산특사단 내주 캐나다·노르웨이 방문 소식 등에 상승(주도주 : 동일스틸럭스, HD한국조선해양, HD현대중공업, 한화오션)
